"SELECT","NAME","FULL_NAME","ST","ST_CLADE","period"
"AmsMSM","AmsMSM-SPLIT8","B_000_AmsMSM_AmsMSM-SPLIT8","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT87","B_000_AmsMSM_AmsMSM-SPLIT87","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT4","B_000_AmsMSM_AmsMSM-SPLIT4","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT65","B_000_AmsMSM_AmsMSM-SPLIT65","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT224","B_000_AmsMSM_AmsMSM-SPLIT224","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT311","B_000_AmsMSM_AmsMSM-SPLIT311","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT93","B_000_AmsMSM_AmsMSM-SPLIT93","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT201","B_000_AmsMSM_AmsMSM-SPLIT201","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT24","C_000_AmsMSM_AmsMSM-SPLIT24","C",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT352","B_000_AmsMSM_AmsMSM-SPLIT352","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT369","B_000_AmsMSM_AmsMSM-SPLIT369","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT22","01AE_000_AmsMSM_AmsMSM-SPLIT22","01AE",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT20","B_000_AmsMSM_AmsMSM-SPLIT20","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT69","B_000_AmsMSM_AmsMSM-SPLIT69","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT29","B_000_AmsMSM_AmsMSM-SPLIT29","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT100","B_000_AmsMSM_AmsMSM-SPLIT100","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT356","B_000_AmsMSM_AmsMSM-SPLIT356","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT143","B_000_AmsMSM_AmsMSM-SPLIT143","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT64","B_000_AmsMSM_AmsMSM-SPLIT64","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT209","B_000_AmsMSM_AmsMSM-SPLIT209","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT95","B_000_AmsMSM_AmsMSM-SPLIT95","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT22","02AG_000_AmsMSM_AmsMSM-SPLIT22","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT217","B_000_AmsMSM_AmsMSM-SPLIT217","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT208","B_000_AmsMSM_AmsMSM-SPLIT208","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT313","B_000_AmsMSM_AmsMSM-SPLIT313","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT342","B_000_AmsMSM_AmsMSM-SPLIT342","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT245","B_000_AmsMSM_AmsMSM-SPLIT245","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT350","B_000_AmsMSM_AmsMSM-SPLIT350","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT8","A1_000_AmsMSM_AmsMSM-SPLIT8","A1",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT241","B_000_AmsMSM_AmsMSM-SPLIT241","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT236","B_000_AmsMSM_AmsMSM-SPLIT236","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT147","B_000_AmsMSM_AmsMSM-SPLIT147","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT88","B_000_AmsMSM_AmsMSM-SPLIT88","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","A1_000_AmsMSM_AmsMSM-SPLIT6","A1",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT84","B_000_AmsMSM_AmsMSM-SPLIT84","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT156","B_000_AmsMSM_AmsMSM-SPLIT156","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT309","B_000_AmsMSM_AmsMSM-SPLIT309","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT39","01AE_000_AmsMSM_AmsMSM-SPLIT39","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT66","B_000_AmsMSM_AmsMSM-SPLIT66","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT224","B_000_AmsMSM_AmsMSM-SPLIT224","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT7","C_000_AmsMSM_AmsMSM-SPLIT7","C",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT351","B_000_AmsMSM_AmsMSM-SPLIT351","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT336","B_000_AmsMSM_AmsMSM-SPLIT336","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT320","B_000_AmsMSM_AmsMSM-SPLIT320","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT265","B_000_AmsMSM_AmsMSM-SPLIT265","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT41","B_000_AmsMSM_AmsMSM-SPLIT41","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT118","B_000_AmsMSM_AmsMSM-SPLIT118","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT259","B_000_AmsMSM_AmsMSM-SPLIT259","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT19","B_000_AmsMSM_AmsMSM-SPLIT19","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT178","B_000_AmsMSM_AmsMSM-SPLIT178","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT231","B_000_AmsMSM_AmsMSM-SPLIT231","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT368","B_000_AmsMSM_AmsMSM-SPLIT368","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT56","B_000_AmsMSM_AmsMSM-SPLIT56","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT385","B_000_AmsMSM_AmsMSM-SPLIT385","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT330","B_000_AmsMSM_AmsMSM-SPLIT330","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT196","B_000_AmsMSM_AmsMSM-SPLIT196","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT14","B_000_AmsMSM_AmsMSM-SPLIT14","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT166","B_000_AmsMSM_AmsMSM-SPLIT166","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT263","B_000_AmsMSM_AmsMSM-SPLIT263","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT178","B_000_AmsMSM_AmsMSM-SPLIT178","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT227","B_000_AmsMSM_AmsMSM-SPLIT227","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT8","B_000_AmsMSM_AmsMSM-SPLIT8","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT152","B_000_AmsMSM_AmsMSM-SPLIT152","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT439","B_000_AmsMSM_AmsMSM-SPLIT439","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT212","B_000_AmsMSM_AmsMSM-SPLIT212","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT257","B_000_AmsMSM_AmsMSM-SPLIT257","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT298","B_000_AmsMSM_AmsMSM-SPLIT298","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT374","B_000_AmsMSM_AmsMSM-SPLIT374","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT302","B_000_AmsMSM_AmsMSM-SPLIT302","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT90","B_000_AmsMSM_AmsMSM-SPLIT90","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT164","B_000_AmsMSM_AmsMSM-SPLIT164","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT41","B_000_AmsMSM_AmsMSM-SPLIT41","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT237","B_000_AmsMSM_AmsMSM-SPLIT237","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT150","B_000_AmsMSM_AmsMSM-SPLIT150","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT148","B_000_AmsMSM_AmsMSM-SPLIT148","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT166","B_000_AmsMSM_AmsMSM-SPLIT166","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT75","B_000_AmsMSM_AmsMSM-SPLIT75","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT271","B_000_AmsMSM_AmsMSM-SPLIT271","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT202","B_000_AmsMSM_AmsMSM-SPLIT202","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT94","B_000_AmsMSM_AmsMSM-SPLIT94","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT341","B_000_AmsMSM_AmsMSM-SPLIT341","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT179","B_000_AmsMSM_AmsMSM-SPLIT179","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT146","B_000_AmsMSM_AmsMSM-SPLIT146","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT326","B_000_AmsMSM_AmsMSM-SPLIT326","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT174","B_000_AmsMSM_AmsMSM-SPLIT174","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT23","C_000_AmsMSM_AmsMSM-SPLIT23","C",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT35","01AE_000_AmsMSM_AmsMSM-SPLIT35","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT104","B_000_AmsMSM_AmsMSM-SPLIT104","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT158","B_000_AmsMSM_AmsMSM-SPLIT158","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT18","B_000_AmsMSM_AmsMSM-SPLIT18","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT18","C_000_AmsMSM_AmsMSM-SPLIT18","C",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT119","B_000_AmsMSM_AmsMSM-SPLIT119","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT9","B_000_AmsMSM_AmsMSM-SPLIT9","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT5","B_000_AmsMSM_AmsMSM-SPLIT5","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT171","B_000_AmsMSM_AmsMSM-SPLIT171","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT193","B_000_AmsMSM_AmsMSM-SPLIT193","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT216","B_000_AmsMSM_AmsMSM-SPLIT216","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT253","B_000_AmsMSM_AmsMSM-SPLIT253","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT2","02AG_000_AmsMSM_AmsMSM-SPLIT2","02AG",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT2","B_000_AmsMSM_AmsMSM-SPLIT2","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT340","B_000_AmsMSM_AmsMSM-SPLIT340","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT99","B_000_AmsMSM_AmsMSM-SPLIT99","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT90","B_000_AmsMSM_AmsMSM-SPLIT90","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT462","B_000_AmsMSM_AmsMSM-SPLIT462","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT399","B_000_AmsMSM_AmsMSM-SPLIT399","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT11","B_000_AmsMSM_AmsMSM-SPLIT11","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT112","B_000_AmsMSM_AmsMSM-SPLIT112","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT274","B_000_AmsMSM_AmsMSM-SPLIT274","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT384","B_000_AmsMSM_AmsMSM-SPLIT384","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT217","B_000_AmsMSM_AmsMSM-SPLIT217","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT19","B_000_AmsMSM_AmsMSM-SPLIT19","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT3","B_000_AmsMSM_AmsMSM-SPLIT3","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT58","B_000_AmsMSM_AmsMSM-SPLIT58","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT72","B_000_AmsMSM_AmsMSM-SPLIT72","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT64","B_000_AmsMSM_AmsMSM-SPLIT64","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT314","B_000_AmsMSM_AmsMSM-SPLIT314","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT227","B_000_AmsMSM_AmsMSM-SPLIT227","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT345","B_000_AmsMSM_AmsMSM-SPLIT345","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT336","B_000_AmsMSM_AmsMSM-SPLIT336","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT248","B_000_AmsMSM_AmsMSM-SPLIT248","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT122","B_000_AmsMSM_AmsMSM-SPLIT122","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT117","B_000_AmsMSM_AmsMSM-SPLIT117","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT123","B_000_AmsMSM_AmsMSM-SPLIT123","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT168","B_000_AmsMSM_AmsMSM-SPLIT168","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT141","B_000_AmsMSM_AmsMSM-SPLIT141","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT375","B_000_AmsMSM_AmsMSM-SPLIT375","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT40","B_000_AmsMSM_AmsMSM-SPLIT40","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT121","B_000_AmsMSM_AmsMSM-SPLIT121","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT205","B_000_AmsMSM_AmsMSM-SPLIT205","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT273","B_000_AmsMSM_AmsMSM-SPLIT273","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT288","B_000_AmsMSM_AmsMSM-SPLIT288","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT405","B_000_AmsMSM_AmsMSM-SPLIT405","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT242","B_000_AmsMSM_AmsMSM-SPLIT242","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT144","B_000_AmsMSM_AmsMSM-SPLIT144","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT163","B_000_AmsMSM_AmsMSM-SPLIT163","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT277","B_000_AmsMSM_AmsMSM-SPLIT277","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT107","B_000_AmsMSM_AmsMSM-SPLIT107","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT384","B_000_AmsMSM_AmsMSM-SPLIT384","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT295","B_000_AmsMSM_AmsMSM-SPLIT295","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT302","B_000_AmsMSM_AmsMSM-SPLIT302","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT147","B_000_AmsMSM_AmsMSM-SPLIT147","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT258","B_000_AmsMSM_AmsMSM-SPLIT258","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT223","B_000_AmsMSM_AmsMSM-SPLIT223","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT206","B_000_AmsMSM_AmsMSM-SPLIT206","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT4","D_000_AmsMSM_AmsMSM-SPLIT4","D",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT295","B_000_AmsMSM_AmsMSM-SPLIT295","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT310","B_000_AmsMSM_AmsMSM-SPLIT310","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT411","B_000_AmsMSM_AmsMSM-SPLIT411","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT165","B_000_AmsMSM_AmsMSM-SPLIT165","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT124","B_000_AmsMSM_AmsMSM-SPLIT124","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT313","B_000_AmsMSM_AmsMSM-SPLIT313","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT65","B_000_AmsMSM_AmsMSM-SPLIT65","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT370","B_000_AmsMSM_AmsMSM-SPLIT370","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT12","02AG_000_AmsMSM_AmsMSM-SPLIT12","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT24","02AG_000_AmsMSM_AmsMSM-SPLIT24","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT343","B_000_AmsMSM_AmsMSM-SPLIT343","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT232","B_000_AmsMSM_AmsMSM-SPLIT232","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT377","B_000_AmsMSM_AmsMSM-SPLIT377","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT351","B_000_AmsMSM_AmsMSM-SPLIT351","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT25","C_000_AmsMSM_AmsMSM-SPLIT25","C",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT305","B_000_AmsMSM_AmsMSM-SPLIT305","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT13","B_000_AmsMSM_AmsMSM-SPLIT13","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT196","B_000_AmsMSM_AmsMSM-SPLIT196","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT236","B_000_AmsMSM_AmsMSM-SPLIT236","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT373","B_000_AmsMSM_AmsMSM-SPLIT373","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT169","B_000_AmsMSM_AmsMSM-SPLIT169","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT25","01AE_000_AmsMSM_AmsMSM-SPLIT25","01AE",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT242","B_000_AmsMSM_AmsMSM-SPLIT242","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT30","01AE_000_AmsMSM_AmsMSM-SPLIT30","01AE",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT395","B_000_AmsMSM_AmsMSM-SPLIT395","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT138","B_000_AmsMSM_AmsMSM-SPLIT138","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT297","B_000_AmsMSM_AmsMSM-SPLIT297","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT7","B_000_AmsMSM_AmsMSM-SPLIT7","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT45","B_000_AmsMSM_AmsMSM-SPLIT45","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT4","01AE_000_AmsMSM_AmsMSM-SPLIT4","01AE",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT200","B_000_AmsMSM_AmsMSM-SPLIT200","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT87","B_000_AmsMSM_AmsMSM-SPLIT87","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT210","B_000_AmsMSM_AmsMSM-SPLIT210","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT66","B_000_AmsMSM_AmsMSM-SPLIT66","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT27","B_000_AmsMSM_AmsMSM-SPLIT27","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT291","B_000_AmsMSM_AmsMSM-SPLIT291","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT250","B_000_AmsMSM_AmsMSM-SPLIT250","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT221","B_000_AmsMSM_AmsMSM-SPLIT221","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT256","B_000_AmsMSM_AmsMSM-SPLIT256","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT123","B_000_AmsMSM_AmsMSM-SPLIT123","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT391","B_000_AmsMSM_AmsMSM-SPLIT391","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT197","B_000_AmsMSM_AmsMSM-SPLIT197","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT31","B_000_AmsMSM_AmsMSM-SPLIT31","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT52","B_000_AmsMSM_AmsMSM-SPLIT52","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT324","B_000_AmsMSM_AmsMSM-SPLIT324","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT458","B_000_AmsMSM_AmsMSM-SPLIT458","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT331","B_000_AmsMSM_AmsMSM-SPLIT331","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT245","B_000_AmsMSM_AmsMSM-SPLIT245","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT82","B_000_AmsMSM_AmsMSM-SPLIT82","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT272","B_000_AmsMSM_AmsMSM-SPLIT272","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT269","B_000_AmsMSM_AmsMSM-SPLIT269","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT113","B_000_AmsMSM_AmsMSM-SPLIT113","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT162","B_000_AmsMSM_AmsMSM-SPLIT162","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT304","B_000_AmsMSM_AmsMSM-SPLIT304","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT331","B_000_AmsMSM_AmsMSM-SPLIT331","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT67","B_000_AmsMSM_AmsMSM-SPLIT67","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT286","B_000_AmsMSM_AmsMSM-SPLIT286","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT35","B_000_AmsMSM_AmsMSM-SPLIT35","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT5","B_000_AmsMSM_AmsMSM-SPLIT5","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT12","B_000_AmsMSM_AmsMSM-SPLIT12","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT230","B_000_AmsMSM_AmsMSM-SPLIT230","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT36","B_000_AmsMSM_AmsMSM-SPLIT36","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT176","B_000_AmsMSM_AmsMSM-SPLIT176","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT57","B_000_AmsMSM_AmsMSM-SPLIT57","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT27","B_000_AmsMSM_AmsMSM-SPLIT27","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT358","B_000_AmsMSM_AmsMSM-SPLIT358","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT289","B_000_AmsMSM_AmsMSM-SPLIT289","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT156","B_000_AmsMSM_AmsMSM-SPLIT156","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT381","B_000_AmsMSM_AmsMSM-SPLIT381","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT173","B_000_AmsMSM_AmsMSM-SPLIT173","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT226","B_000_AmsMSM_AmsMSM-SPLIT226","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT218","B_000_AmsMSM_AmsMSM-SPLIT218","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT11","B_000_AmsMSM_AmsMSM-SPLIT11","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT42","B_000_AmsMSM_AmsMSM-SPLIT42","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT327","B_000_AmsMSM_AmsMSM-SPLIT327","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT105","B_000_AmsMSM_AmsMSM-SPLIT105","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT189","B_000_AmsMSM_AmsMSM-SPLIT189","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT359","B_000_AmsMSM_AmsMSM-SPLIT359","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT347","B_000_AmsMSM_AmsMSM-SPLIT347","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT141","B_000_AmsMSM_AmsMSM-SPLIT141","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT37","B_000_AmsMSM_AmsMSM-SPLIT37","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT183","B_000_AmsMSM_AmsMSM-SPLIT183","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT117","B_000_AmsMSM_AmsMSM-SPLIT117","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT142","B_000_AmsMSM_AmsMSM-SPLIT142","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT305","B_000_AmsMSM_AmsMSM-SPLIT305","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT346","B_000_AmsMSM_AmsMSM-SPLIT346","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT285","B_000_AmsMSM_AmsMSM-SPLIT285","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT95","B_000_AmsMSM_AmsMSM-SPLIT95","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT323","B_000_AmsMSM_AmsMSM-SPLIT323","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT16","B_000_AmsMSM_AmsMSM-SPLIT16","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT194","B_000_AmsMSM_AmsMSM-SPLIT194","B",1,"pre-startd"
