run,year,N_HIV_M,Cum_HIV_M,N_HIV_Obs_M,N_HIV_D,N_CD4_1_M,N_CD4_1_Obs_M_NoW,N_CD4_1_Obs_M,N_CD4_1_D,N_CD4_2_M,N_CD4_2_Obs_M_NoW,N_CD4_2_Obs_M,N_CD4_2_D,N_CD4_3_M,N_CD4_3_Obs_M_NoW,N_CD4_3_Obs_M,N_CD4_3_D,N_CD4_4_M,N_CD4_4_Obs_M_NoW,N_CD4_4_Obs_M,N_CD4_4_D,N_HIVAIDS_M,N_HIVAIDS_Obs_M,N_HIVAIDS_D,N_AIDS_M,N_AIDS_D,N_Dead_D,Cum_Dead_D,N_Diag_Dead_M,Cum_Diag_Dead_M,N_Und_Dead_D,Cum_Und_Dead_D,N_Und_Dead_M,Cum_Und_Dead_M,N_Emig_D,Cum_Emig_D,Cum_Inf_M,Cum_Inf_D,N_Inf_M,N_Inf_D,delta1,delta2,delta3,delta4,t_diag,t_diag_p50,t_diag_p25,t_diag_p75,D_Avg_Time,t_diag_1,t_diag_2,t_diag_3,t_diag_4,t_diag_5,t_diag_6,t_diag_7,t_diag_8,t_diag_9,t_diag_10,t_diag_11,t_diag_12,t_diag_13,t_diag_14,t_diag_15,N_Alive,N_Alive_Diag_M,N_Und,N_Und_1,N_Und_2,N_Und_Inf_p,N_Und_Alive_p,N_Und_PrimInf,N_Und_CD4_1_M,N_Und_CD4_2_M,N_Und_CD4_3_M,N_Und_CD4_4_M,N_Und_HIVAIDS_M,N_Und_500,N_Und_350,N_Und_T_1,N_Und_T_1_p,N_Und_PrimInf_T_1,N_Und_CD4_1_T_1,N_Und_CD4_2_T_1,N_Und_CD4_3_T_1,N_Und_CD4_4_T_1,N_Und_CD4_5_T_1,N_Und_T_2,N_Und_T_2_p,N_Und_PrimInf_T_2,N_Und_CD4_1_T_2,N_Und_CD4_2_T_2,N_Und_CD4_3_T_2,N_Und_CD4_4_T_2,N_Und_CD4_5_T_2,N_Und_T_3,N_Und_T_3_p,N_Und_PrimInf_T_3,N_Und_CD4_1_T_3,N_Und_CD4_2_T_3,N_Und_CD4_3_T_3,N_Und_CD4_4_T_3,N_Und_CD4_5_T_3,LL_HIV,LL_CD4_1,LL_CD4_2,LL_CD4_3,LL_CD4_4,LL_AIDS,LL_HIVAIDS
0,2000,103.954277,999.132248,103.954277,100,25.610014,25.610014,18.75663,17,16.396768,16.396768,12.0089,7,20.589214,20.589214,15.079425,11,19.829631,19.829631,14.52311,17,21.52865,21.52865,29,72.274264,41,132,3761,61.964863,386.440359,0,0,0.949236,8.319697,0,0,1589.208485,0,98.812121,0,0.108383,0.126832,0.145007,0.383063,5.452069,4.3825,2.1255,7.7915,5.188427,10.374007,13.095402,12.076205,10.774169,9.395555,8.04162,6.775712,5.63373,4.631507,3.770942,3.044963,2.441352,1.945491,1.542228,1.21704,-2180.111212,-2761.867752,581.75654,581.756501,0,36.606685,-26.684719,23.424955,233.847233,128.44864,142.126232,52.102761,1.806718,257.272188,196.035712,94.49118,16.242392,23.023958,39.43048,16.728847,12.401964,2.819054,0.086879,292.138386,50.216605,0.400973,130.575341,69.316333,68.197266,22.857478,0.790995,195.126935,33.540995,0,63.841428,42.403466,61.527007,26.42623,0.928805,0,0,0,0,0,0,0
0,2001,103.381011,1102.513259,103.381011,85,24.981099,24.981099,18.735824,12,16.11987,16.11987,12.089902,4,20.541981,20.541981,15.406486,13,20.00085,20.00085,15.000638,22,21.737212,21.737212,17,76.553596,31,128,3889,67.181487,453.621846,0,0,0.958432,9.278129,0,0,1680.521486,0,91.313001,0,0.108383,0.126832,0.145007,0.383063,5.452069,4.3825,2.1255,7.7915,5.414049,10.374007,13.095402,12.076205,10.774169,9.395555,8.04162,6.775712,5.63373,4.631507,3.770942,3.044963,2.441352,1.945491,1.542228,1.21704,-2217.756643,-2786.486741,568.730098,568.730086,0,33.842477,-25.644387,21.582817,226.71243,125.499002,140.910567,52.212925,1.812357,248.295247,194.935849,87.31025,15.35179,21.209009,36.467287,15.47315,11.472106,2.608288,0.08041,277.850533,48.854551,0.373767,124.011587,65.919584,64.977261,21.813381,0.754953,203.569303,35.793657,0,66.233581,44.106277,64.461206,27.791257,0.976981,0,0,0,0,0,0,0
0,2002,101.568768,1204.082027,101.568768,91,24.078664,24.078664,20.589003,17,15.657155,15.657155,13.388002,14,20.244284,20.244284,17.31033,17,19.919071,19.919071,17.032249,11,21.669594,21.669594,22,80.075728,41,20,3909,71.846157,525.468003,0,0,0.95545,10.233579,0,0,1763.973591,0,83.452104,0,0.108383,0.126832,0.145007,0.383063,5.452069,4.3825,2.1255,7.7915,5.643392,10.374007,13.095402,12.076205,10.774169,9.395555,8.04162,6.775712,5.63373,4.631507,3.770942,3.044963,2.441352,1.945491,1.542228,1.21704,-2155.259989,-2704.917973,549.657984,469.872231,79.785679,31.160216,-25.503094,19.670561,217.268535,121.188683,138.050406,51.684026,1.795774,236.939095,191.530205,79.785679,14.515513,19.326198,33.352555,14.152817,10.494082,2.386433,0.073593,260.988019,47.481893,0.344374,116.326966,61.912979,61.136789,20.555417,0.711495,208.884212,38.00258,0,67.589007,45.122885,66.419533,28.742176,1.010612,0,0.665518,0.027559,0.005597,2.445806,0,0.005012
0,2003,98.658178,1302.740205,98.658178,119,22.950773,22.950773,18.311787,19,15.036336,15.036336,11.997076,14,19.722239,19.722239,15.735829,16,19.603114,19.603114,15.640782,26,21.345716,21.345716,25,82.787004,43,31,3940,75.861527,601.32953,0,0,0.94117,11.174749,0,0,1839.479976,0,75.506386,0,0.108383,0.126832,0.145007,0.383063,5.452069,4.3825,2.1255,7.7915,5.87663,10.374007,13.095402,12.076205,10.774169,9.395555,8.04162,6.775712,5.63373,4.631507,3.770942,3.044963,2.441352,1.945491,1.542228,1.21704,-2111.694773,-2637.259795,525.565022,384.261366,141.303649,28.571391,-24.888304,17.755107,205.979555,115.750189,133.747006,50.574433,1.758732,223.734662,186.080171,72.182504,13.734267,17.441182,30.19635,12.814508,9.502462,2.161334,0.066669,242.271821,46.097402,0.313863,107.845257,57.467625,56.843163,19.139363,0.66255,211.110689,40.168329,0,67.937987,45.46807,67.401391,29.273738,1.029504,0,0.025547,0.317194,0.00441,5.708733,0,0.59267
0,2004,94.81623,1397.556435,94.81623,89,21.649578,21.649578,19.244069,22,14.288406,14.288406,12.700805,9,19.007715,19.007715,16.895746,18,19.078485,19.078485,16.958653,15,20.792047,20.792047,17,84.661107,33,13,3953,79.154483,680.484013,0,0,0.916758,12.091507,0,0,1907.232778,0,67.752801,0,0.108383,0.126832,0.145007,0.383063,5.452069,4.3825,2.1255,7.7915,6.113657,10.374007,13.095402,12.076205,10.774169,9.395555,8.04162,6.775712,5.63373,4.631507,3.770942,3.044963,2.441352,1.945491,1.542228,1.21704,-2057.858729,-2555.443565,497.584835,311.772832,185.811647,26.089361,-24.179737,15.903396,193.342426,109.438819,128.23743,48.958454,1.70431,209.245822,178.900194,64.765752,13.016022,15.620045,27.108469,11.504786,8.531747,1.940825,0.05988,222.422921,44.700502,0.283299,98.890247,52.754634,52.263697,17.620997,0.610048,210.395806,42.283404,0,67.343744,45.179411,67.441994,29.396633,1.034024,0,0.377078,1.201676,0.070648,0.235466,0,0.737949
0,2005,98.747454,1496.303889,98.747454,97,24.624506,24.624506,19.300288,22,16.169938,16.169938,12.673735,6,19.601717,19.601717,15.363508,15,18.325501,18.325501,14.36323,15,20.025792,20.025792,23,85.707466,41,25,3978,81.678376,762.162389,0,0,0.882972,12.974479,0,0,1967.701084,0,60.468306,0,0.133464,0.154503,0.157781,0.382432,4.960193,3.9455,1.9005,7.0755,6.273649,11.896622,14.536361,12.976879,11.238382,9.529922,7.940891,6.519265,5.284655,4.237484,3.366177,2.652579,2.075793,1.614715,1.249558,0.962651,-2023.273395,-2481.696111,458.422716,246.421947,212.000681,23.297376,-22.657478,14.182273,175.823436,99.943233,120.0854,46.758792,1.629582,190.005709,168.473774,57.39236,12.519528,13.928488,23.955978,10.154811,7.569721,1.729972,0.053391,197.934298,43.177245,0.253753,87.604899,46.67339,46.86081,15.987562,0.553885,203.09597,44.303208,0,64.262579,43.11504,65.654873,29.041259,1.022217,0,0.361163,4.374203,0.008669,0.027822,0,0.42135
0,2006,91.722945,1588.026834,91.722945,86,22.353508,22.353508,15.86378,14,14.736569,14.736569,10.45821,11,18.262232,18.262232,12.960294,12,17.368255,17.368255,12.325858,7,19.002381,19.002381,24,85.955799,44,22,4000,83.415939,845.578329,0,0,0.837848,13.812327,0,0,2021.630763,0,53.929679,0,0.133464,0.154503,0.157781,0.382432,4.960193,3.9455,1.9005,7.0755,6.511086,11.896622,14.536361,12.976879,11.238382,9.529922,7.940891,6.519265,5.284655,4.237484,3.366177,2.652579,2.075793,1.614715,1.249558,0.962651,-1992.181565,-2411.973166,419.791601,193.376942,226.414648,20.764999,-21.071955,12.658629,159.339742,90.904275,111.349437,44.004411,1.535108,171.998371,156.888955,51.187681,12.193593,12.432315,21.361064,9.054692,6.749542,1.542466,0.047601,175.226968,41.741418,0.226291,77.396296,41.182749,41.632183,14.294018,0.495429,193.376942,46.064986,0,60.582395,40.666839,62.967714,28.167927,0.992067,0,0.228087,0.027595,0.072979,2.730668,0,1.21226
0,2007,84.539207,1672.566041,84.539207,95,20.234113,20.234113,17.837968,16,13.383627,13.383627,11.798724,18,16.870068,16.870068,14.872297,17,16.253207,16.253207,14.328485,16,17.798192,17.798192,19,85.450775,36,21,4021,84.371091,929.94942,0,0,0.784753,14.597081,0,0,2070.000117,0,48.369354,0,0.133464,0.154503,0.157781,0.382432,4.960193,3.9455,1.9005,7.0755,6.734082,11.896622,14.536361,12.976879,11.238382,9.529922,7.940891,6.519265,5.284655,4.237484,3.366177,2.652579,2.075793,1.614715,1.249558,0.962651,-1965.596964,-2348.433959,382.836995,150.808186,232.028767,18.49454,-19.476882,11.379577,144.101512,82.451998,102.50754,40.966134,1.430234,155.481089,144.903908,45.914383,11.993194,11.177512,19.147164,8.115704,6.049177,1.382181,0.042644,155.102306,40.513928,0.20198,68.488218,36.399408,36.880025,12.692676,0.439998,181.820265,47.492867,0,56.466182,37.936906,59.578352,26.891279,0.947546,0,0.19624,2.803142,0.29084,0.187825,0,0.079384
0,2008,77.499016,1750.065057,77.499016,71,18.294841,18.294841,15.855529,18,12.130902,12.130902,10.513448,12,15.490635,15.490635,13.425217,12,15.06975,15.06975,13.06045,10,16.512889,16.512889,11,84.269466,24,20,4041,84.572223,1014.521643,0,0,0.728082,15.325163,0,0,2113.82007,0,43.819953,0,0.133464,0.154503,0.157781,0.382432,4.960193,3.9455,1.9005,7.0755,6.937052,11.896622,14.536361,12.976879,11.238382,9.529922,7.940891,6.519265,5.284655,4.237484,3.366177,2.652579,2.075793,1.614715,1.249558,0.962651,-1942.505093,-2290.934943,348.42985,116.975211,231.454633,16.48342,-17.93714,10.340973,130.305491,74.704726,93.913393,37.843392,1.321876,140.646464,133.07866,41.601256,11.939636,10.159374,17.332203,7.345736,5.474733,1.250637,0.038573,137.83537,39.559002,0.181571,60.899524,32.332827,32.755746,11.274851,0.390852,168.993218,48.50136,0,52.073781,35.02617,55.682918,25.317905,0.892445,0,0.277783,0.200931,0.156958,0.78083,0,2.088367
0,2009,70.823662,1820.888719,70.823662,68,16.556896,16.556896,13.546551,13,10.993828,10.993828,8.99495,8,14.17111,14.17111,11.594544,10,13.882944,13.882944,11.358773,14,15.218883,15.218883,13,82.504992,26,25,4066,84.071666,1098.593308,0,0,0.671027,15.99619,0,0,2154.037881,0,40.217811,0,0.133464,0.154503,0.157781,0.382432,4.960193,3.9455,1.9005,7.0755,7.113722,11.896622,14.536361,12.976879,11.238382,9.529922,7.940891,6.519265,5.284655,4.237484,3.366177,2.652579,2.075793,1.614715,1.249558,0.962651,-1927.958309,-2245.111281,317.152973,90.306152,226.846759,14.723649,-16.450199,9.527223,118.072,67.743344,85.815613,34.779479,1.215314,127.599223,121.810405,38.187658,12.040769,9.362154,15.89138,6.734304,5.018422,1.146064,0.035333,123.491658,38.937569,0.165,54.608266,28.968192,29.317476,10.083203,0.349522,155.473595,49.021642,0,47.572398,32.040864,51.479725,23.550214,0.830395,0,0.022354,0.114352,0.230097,0.57142,0,0.340488
0,2010,71.797384,1892.686102,71.797384,65,15.1244,15.1244,11.729126,13,11.721504,11.721504,9.090146,6,14.892761,14.892761,11.549488,11,16.820144,16.820144,13.044193,8,13.238575,13.238575,16,80.407926,32,15,4081,82.973158,1181.566466,0,0,0.583712,16.579902,0,0,2191.53432,0,37.496438,0,0.13434,0.183727,0.183821,0.537492,4.684461,3.6685,1.7635,6.6275,7.289065,12.993396,15.578415,13.59069,11.501278,9.538213,7.782094,6.263974,4.985202,3.929821,3.073011,2.386681,1.842955,1.416135,1.083638,0.826276,-1906.045583,-2188.313898,282.268315,67.0011,215.267235,12.87994,-14.809106,8.922075,107.372537,60.152034,76.439953,28.382717,0.998998,116.294613,105.821669,35.431241,12.552327,8.770021,14.793408,6.202994,4.621126,1.012387,0.031304,109.323239,38.730255,0.152015,49.39607,25.554137,25.800887,8.136201,0.283929,137.513856,48.717425,0,43.183084,28.394912,46.017945,19.23413,0.683785,0,0.132981,1.195114,0.026568,2.265962,0,0.539672
0,2011,62.744526,1955.430628,62.744526,68,13.798588,13.798588,12.188752,9,10.477831,10.477831,9.255417,15,13.293162,13.293162,11.742293,18,14.107452,14.107452,12.461582,11,11.067494,11.067494,8,77.770398,14,20,4101,81.342078,1262.908544,0,0,0.487985,17.067887,0,0,2227.123662,0,35.589343,0,0.13434,0.183727,0.183821,0.537492,4.684461,3.6685,1.7635,6.6275,7.322097,12.993396,15.578415,13.59069,11.501278,9.538213,7.782094,6.263974,4.985202,3.929821,3.073011,2.386681,1.842955,1.416135,1.083638,0.826276,-1890.944225,-2145.569372,254.625147,49.959871,204.665286,11.432915,-13.465503,8.509651,98.330301,54.138959,68.419259,24.371808,0.855169,106.839952,93.646235,33.63689,13.210357,8.367245,14.022715,5.879087,4.379125,0.959079,0.029639,98.809992,38.806062,0.14236,45.235536,23.044747,23.092549,7.049429,0.245371,122.178275,47.983586,0,39.072078,25.215137,40.947592,16.363301,0.580167,0,0.918303,2.996069,2.862873,0.17855,0,0.941855
0,2012,56.048106,2011.478734,56.048106,63,12.693356,12.693356,11.988169,17,9.492726,9.492726,8.965352,8,11.94272,11.94272,11.279236,9,12.295947,12.295947,11.612839,17,9.623357,9.623357,9,74.871398,22,22,4123,79.233637,1342.142181,0,0,0.424311,17.492198,0,0,2261.553696,0,34.430034,0,0.13434,0.183727,0.183821,0.537492,4.684461,3.6685,1.7635,6.6275,7.313464,12.993396,15.578415,13.59069,11.501278,9.538213,7.782094,6.263974,4.985202,3.929821,3.073011,2.386681,1.842955,1.416135,1.083638,0.826276,-1878.938502,-2111.521266,232.582764,37.32651,195.256279,10.284203,-12.378413,8.273761,90.910053,49.38695,61.735801,21.522392,0.753807,99.183814,84.011999,32.548906,13.994548,8.137932,13.547671,5.679168,4.229514,0.92602,0.028601,91.202136,39.212766,0.135779,42.067833,21.258932,21.140292,6.377528,0.221771,108.831747,46.792697,0,35.29458,22.448862,36.366003,14.218845,0.503457,0,1.852303,0.107891,0.495171,2.183148,0,0.041279
0,2013,50.879456,2062.35819,50.879456,45,11.802235,11.802235,9.835196,8,8.719298,8.719298,7.266081,5,10.830445,10.830445,9.025371,7,10.961574,10.961574,9.134645,10,8.565905,8.565905,9,71.816728,21,22,4145,76.762426,1418.904607,0,0,0.377686,17.869884,0,0,2295.505716,0,33.95202,0,0.13434,0.183727,0.183821,0.537492,4.684461,3.6685,1.7635,6.6275,7.257518,12.993396,15.578415,13.59069,11.501278,9.538213,7.782094,6.263974,4.985202,3.929821,3.073011,2.386681,1.842955,1.416135,1.083638,0.826276,-1867.364168,-2082.64181,215.277642,27.903375,187.374271,9.378223,-11.528423,8.198333,85.051951,45.692088,56.299831,19.358304,0.677135,93.250284,76.335269,32.10441,14.913025,8.066295,13.342136,5.592284,4.164136,0.911425,0.028134,85.959672,39.92968,0.132015,39.814818,20.040246,19.817068,5.948749,0.206777,97.213564,45.157297,0,31.895011,20.059564,32.318631,12.498131,0.442226,0,0.365978,0.79437,0.492929,0.079505,0,0.021636
0,2014,46.868284,2109.226475,46.868284,45,11.115896,11.115896,9.914178,9,8.126514,8.126514,7.247972,8,9.937366,9.937366,8.863056,7,9.934616,9.934616,8.860603,9,7.753892,7.753892,8,68.698542,12,19,4164,74.034212,1492.938819,0,0,0.341883,18.211766,0,0,2329.594528,0,34.088812,0,0.13434,0.183727,0.183821,0.537492,4.684461,3.6685,1.7635,6.6275,7.149311,12.993396,15.578415,13.59069,11.501278,9.538213,7.782094,6.263974,4.985202,3.929821,3.073011,2.386681,1.842955,1.416135,1.083638,0.826276,-1852.617239,-2054.773525,202.156286,20.858661,181.297733,8.677746,-10.911929,8.267403,80.677756,42.914323,52.000014,17.679227,0.617564,88.945159,70.296804,32.240525,15.948317,8.136516,13.37999,5.607486,4.17484,0.913509,0.028184,82.719345,40.918512,0.130812,38.399358,19.289112,19.009904,5.692335,0.197824,87.196524,43.133224,0,28.898455,18.017743,28.815282,11.073384,0.391661,0,0.087013,0.075461,0.422371,0.002182,0,0.00773
0,2015,41.039904,2150.266379,41.039904,44.060698,9.385029,9.385029,9.124685,11.01214,8.214784,8.214784,7.986903,9.01214,8.207166,8.207166,7.979496,10.01214,7.881351,7.881351,7.66272,5.01214,7.351574,7.351574,8.01214,65.555902,16,20,4184,71.137948,1564.076767,0,0,0.324144,18.53591,0,0,2364.368445,0,34.773917,0,0.117789,0.197199,0.161737,0.446964,4.926194,3.8755,1.8655,6.9855,6.98444,12.148821,14.807109,13.139159,11.29213,9.500663,7.859808,6.413715,5.174754,4.135992,3.279817,2.583744,2.024109,1.57827,1.225767,0.94881,-1838.167465,-2033.733621,195.566156,15.929113,179.637037,8.271391,-10.639191,8.464736,78.839044,40.59473,49.556204,17.503049,0.608393,87.30378,67.667646,33.021074,16.884861,8.332816,13.724434,5.689635,4.285406,0.95926,0.029523,82.303291,42.084629,0.131913,38.358153,18.760727,18.917757,5.929505,0.205236,80.241784,41.030506,0,26.756461,16.14437,26.353042,10.614285,0.373627,0,0.365983,0.126309,0.478684,1.045813,0,0.057652
0,2016,39.875845,2190.142224,39.875845,39.407596,9.226286,9.226286,8.105832,8.078232,7.86172,7.86172,6.90698,7.071435,7.851346,7.851346,6.897866,8.089379,7.724748,7.724748,6.786643,6.061413,7.211746,7.211746,6.056987,62.562305,11,22,4206,68.170367,1632.247134,0,0,0.317978,18.853889,0,0,2400.30929,0,35.940846,0,0.117789,0.197199,0.161737,0.446964,4.926194,3.8755,1.8655,6.9855,6.822331,12.148821,14.807109,13.139159,11.29213,9.500663,7.859808,6.413715,5.174754,4.135992,3.279817,2.583744,2.024109,1.57827,1.225767,0.94881,-1824.544598,-2015.857776,191.313178,12.109097,179.204073,7.970355,-10.48553,8.774438,77.982287,39.285195,47.632396,17.045981,0.592881,86.756725,65.271258,34.133719,17.841802,8.639327,14.173469,5.875404,4.424808,0.990244,0.030466,82.981564,43.374725,0.135063,38.845793,18.717478,19.00957,6.063506,0.210155,74.197887,38.783469,0,24.963055,14.692325,24.198025,9.992232,0.352251,0,0.000094,0.003885,0.194895,0.080417,0,0.195646
0,2017,38.987488,2229.129712,38.987488,35.71212,9.182485,9.182485,8.263323,8.166002,7.683222,7.683222,6.914136,7.124324,7.590963,7.590963,6.831111,6.12932,7.514534,7.514534,6.762333,6.123314,7.016284,7.016284,5.105448,59.735081,6,12,4218,65.227848,1697.474981,0,0,0.30936,19.163249,0,0,2437.832397,0,37.523106,0,0.117789,0.197199,0.161737,0.446964,4.926194,3.8755,1.8655,6.9855,6.618844,12.148821,14.807109,13.139159,11.29213,9.500663,7.859808,6.413715,5.174754,4.135992,3.279817,2.583744,2.024109,1.57827,1.225767,0.94881,-1799.330852,-1988.870288,189.539436,9.180162,180.359269,7.774917,-10.533885,9.180332,78.089628,38.754068,46.345028,16.593416,0.576964,87.26996,63.515408,35.639917,18.803431,9.040301,14.788605,6.130104,4.616224,1.032912,0.031771,84.69863,44.686547,0.140004,39.774533,19.036256,19.335862,6.197113,0.214863,69.200885,36.510019,0,23.526507,13.587715,22.392946,9.363392,0.330324,0,0.001151,0.006326,0.074702,0.062383,0,0.575367
0,2018,38.514724,2267.644436,38.514724,33.258627,9.249704,9.249704,8.867706,9.333578,7.64246,7.64246,7.326838,5.21798,7.435589,7.435589,7.128511,5.212988,7.338671,7.338671,7.035596,4.126673,6.848299,6.848299,8.338236,57.126487,18,10,4228,62.379835,1759.854816,0,0,0.301954,19.465202,0,0,2477.286604,0,39.454208,0,0.117789,0.197199,0.161737,0.446964,4.926194,3.8755,1.8655,6.9855,6.386565,12.148821,14.807109,13.139159,11.29213,9.500663,7.859808,6.413715,5.174754,4.135992,3.279817,2.583744,2.024109,1.57827,1.225767,0.94881,-1770.178598,-1960.355564,190.176966,6.948965,183.227992,7.676825,-10.743377,9.666379,79.113711,38.851286,45.708281,16.27194,0.565369,88.78009,62.54559,37.47655,19.706146,9.519876,15.543578,6.442843,4.851448,1.085425,0.033381,87.40262,45.958573,0.146481,41.121345,19.628313,19.90471,6.380546,0.221226,65.297787,34.335277,0,22.448802,12.780135,20.952127,8.80597,0.310753,0,0.024057,0.6754,0.568246,1.414596,0,0.302912
0,2019,38.497858,2306.142293,38.497858,46.103224,9.420992,9.420992,8.089387,5.345867,7.714648,7.714648,6.624225,7.648601,7.383086,7.383086,6.339527,6.603045,7.234114,7.234114,6.211612,14.23116,6.745018,6.745018,6.705968,54.781319,10,13,4241,59.68773,1819.542546,0,0,0.2974,19.762602,0,0,2518.954264,0,41.66766,0,0.117789,0.197199,0.161737,0.446964,4.926194,3.8755,1.8655,6.9855,6.141746,12.148821,14.807109,13.139159,11.29213,9.500663,7.859808,6.413715,5.174754,4.135992,3.279817,2.583744,2.024109,1.57827,1.225767,0.94881,-1741.808338,-1934.857707,193.049369,5.255893,187.793472,7.66387,-11.083273,10.216508,80.984854,39.470962,45.687635,16.129508,0.559903,91.201362,62.377045,39.580498,20.502786,10.06225,16.412087,6.802717,5.122263,1.145943,0.035238,90.990938,47.133507,0.154236,42.85113,20.435844,20.693147,6.626833,0.229747,62.477929,32.363705,0,21.72165,12.232406,19.872228,8.356732,0.294912,0,1.058211,0.150823,0.010805,7.556551,0,0.000227
